date,product_name,quantity_sold,unit_price,total_sales,product_flavor,product_size
2024-03-27,Strawberry Yoghurt 250ml,5,800,4000,Strawberry,250ml
2024-03-27,Coconut Yoghurt 500ml,1,1600,1600,Coconut,500ml
2024-03-27,Coconut Yoghurt 250ml,1,800,800,Coconut,250ml
2024-03-27,Coconut Yoghurt 250ml,1,800,800,Coconut,250ml
2024-03-27,Plain Yoghurt 500ml,1,1500,1500,Plain,500ml
2024-03-27,Coconut Yoghurt 250ml,3,800,2400,Coconut,250ml
2024-03-27,Banana Yoghurt 500ml,1,1600,1600,Banana,500ml
2024-03-27,Pineapple Yoghurt 500ml,1,1600,1600,Pineapple,500ml
2024-03-27,Strawberry Yoghurt 500ml,2,1600,3200,Strawberry,500ml
2024-03-27,Plain Yoghurt 500ml,4,1500,6000,Plain,500ml
2024-03-27,Pineapple Yoghurt 250ml,1,800,800,Pineapple,250ml
2024-03-27,Strawberry Yoghurt 250ml,1,800,800,Strawberry,250ml
2024-03-28,Plain Yoghurt 250ml,1,700,700,Plain,250ml
2024-03-28,Pineapple Yoghurt 250ml,1,800,800,Pineapple,250ml
2024-03-28,Coconut Yoghurt 500ml,2,1600,3200,Coconut,500ml
2024-03-28,Plain Yoghurt 500ml,1,1500,1500,Plain,500ml
2024-03-28,Plain Yoghurt 250ml,3,700,2100,Plain,250ml
2024-03-28,Plain Yoghurt 250ml,7,700,4900,Plain,250ml
2024-03-28,Coconut Yoghurt 250ml,1,800,800,Coconut,250ml
2024-03-28,Pineapple Yoghurt 250ml,1,800,800,Pineapple,250ml
2024-03-28,Banana Yoghurt 250ml,1,800,800,Banana,250ml
2024-03-28,Strawberry Yoghurt 250ml,6,800,4800,Strawberry,250ml
2024-03-28,Strawberry Yoghurt 250ml,3,800,2400,Strawberry,250ml
2024-03-28,Strawberry Yoghurt 500ml,1,1600,1600,Strawberry,500ml
2024-03-28,Coconut Yoghurt 250ml,4,800,3200,Coconut,250ml
2024-03-28,Strawberry Yoghurt 250ml,1,800,800,Strawberry,250ml
2024-03-28,Pineapple Yoghurt 500ml,1,1600,1600,Pineapple,500ml
2024-03-28,Coconut Yoghurt 250ml,5,800,4000,Coconut,250ml
2024-03-28,Strawberry Yoghurt 500ml,4,1600,6400,Strawberry,500ml
2024-03-28,Pineapple Yoghurt 500ml,1,1600,1600,Pineapple,500ml
2024-03-28,Banana Yoghurt 500ml,1,1600,1600,Banana,500ml
2024-03-28,Plain Yoghurt 500ml,5,1500,7500,Plain,500ml
2024-03-28,Banana Yoghurt 250ml,4,800,3200,Banana,250ml
2024-03-28,Plain Yoghurt 250ml,4,700,2800,Plain,250ml
2024-03-28,Banana Yoghurt 250ml,3,800,2400,Banana,250ml
2024-03-28,Coconut Yoghurt 500ml,3,1600,4800,Coconut,500ml
2024-03-28,Strawberry Yoghurt 500ml,2,1600,3200,Strawberry,500ml
2024-03-28,Plain Yoghurt 500ml,4,1500,6000,Plain,500ml
2024-03-28,Banana Yoghurt 500ml,3,1600,4800,Banana,500ml
2024-03-29,Pineapple Yoghurt 500ml,1,1600,1600,Pineapple,500ml
2024-03-29,Strawberry Yoghurt 250ml,4,800,3200,Strawberry,250ml
2024-03-29,Plain Yoghurt 500ml,5,1500,7500,Plain,500ml
2024-03-29,Coconut Yoghurt 250ml,3,800,2400,Coconut,250ml
2024-03-29,Plain Yoghurt 250ml,9,700,6300,Plain,250ml
2024-03-29,Coconut Yoghurt 250ml,1,800,800,Coconut,250ml
2024-03-29,Banana Yoghurt 250ml,1,800,800,Banana,250ml
2024-03-29,Plain Yoghurt 500ml,1,1500,1500,Plain,500ml
2024-03-29,Strawberry Yoghurt 250ml,3,800,2400,Strawberry,250ml
2024-03-29,Strawberry Yoghurt 500ml,5,1600,8000,Strawberry,500ml
2024-03-29,Pineapple Yoghurt 250ml,1,800,800,Pineapple,250ml
2024-03-29,Banana Yoghurt 500ml,4,1600,6400,Banana,500ml
2024-03-29,Plain Yoghurt 500ml,1,1500,1500,Plain,500ml
2024-03-29,Coconut Yoghurt 500ml,3,1600,4800,Coconut,500ml
2024-03-29,Plain Yoghurt 250ml,5,700,3500,Plain,250ml
2024-03-29,Plain Yoghurt 250ml,2,700,1400,Plain,250ml
2024-03-29,Plain Yoghurt 500ml,6,1500,9000,Plain,500ml
2024-03-29,Pineapple Yoghurt 250ml,3,800,2400,Pineapple,250ml
2024-03-29,Banana Yoghurt 500ml,2,1600,3200,Banana,500ml
2024-03-29,Banana Yoghurt 250ml,2,800,1600,Banana,250ml
2024-03-29,Coconut Yoghurt 250ml,5,800,4000,Coconut,250ml
2024-03-29,Pineapple Yoghurt 500ml,1,1600,1600,Pineapple,500ml
2024-03-29,Strawberry Yoghurt 250ml,2,800,1600,Strawberry,250ml
2024-03-29,Strawberry Yoghurt 500ml,4,1600,6400,Strawberry,500ml
2024-03-29,Banana Yoghurt 250ml,6,800,4800,Banana,250ml
2024-03-29,Banana Yoghurt 500ml,1,1600,1600,Banana,500ml
2024-03-29,Strawberry Yoghurt 500ml,1,1600,1600,Strawberry,500ml
2024-03-29,Coconut Yoghurt 500ml,1,1600,1600,Coconut,500ml
2024-03-29,Pineapple Yoghurt 250ml,1,800,800,Pineapple,250ml
2024-03-29,Plain Yoghurt 250ml,3,700,2100,Plain,250ml
2024-03-29,Strawberry Yoghurt 250ml,7,800,5600,Strawberry,250ml
2024-03-30,Coconut Yoghurt 500ml,1,1600,1600,Coconut,500ml
2024-03-30,Plain Yoghurt 500ml,1,1500,1500,Plain,500ml
2024-03-30,Pineapple Yoghurt 500ml,2,1600,3200,Pineapple,500ml
2024-03-30,Plain Yoghurt 500ml,8,1500,12000,Plain,500ml
2024-03-30,Banana Yoghurt 250ml,1,800,800,Banana,250ml
2024-03-30,Coconut Yoghurt 250ml,2,800,1600,Coconut,250ml
2024-03-30,Coconut Yoghurt 250ml,6,800,4800,Coconut,250ml
2024-03-30,Coconut Yoghurt 500ml,4,1600,6400,Coconut,500ml
2024-03-30,Banana Yoghurt 250ml,5,800,4000,Banana,250ml
2024-03-30,Strawberry Yoghurt 250ml,1,800,800,Strawberry,250ml
2024-03-30,Banana Yoghurt 500ml,3,1600,4800,Banana,500ml
2024-03-30,Pineapple Yoghurt 250ml,1,800,800,Pineapple,250ml
2024-03-30,Strawberry Yoghurt 250ml,5,800,4000,Strawberry,250ml
2024-03-30,Banana Yoghurt 500ml,5,1600,8000,Banana,500ml
2024-03-30,Banana Yoghurt 250ml,4,800,3200,Banana,250ml
2024-03-30,Plain Yoghurt 500ml,5,1500,7500,Plain,500ml
2024-03-30,Strawberry Yoghurt 250ml,4,800,3200,Strawberry,250ml
2024-03-30,Plain Yoghurt 250ml,11,700,7700,Plain,250ml
2024-03-30,Pineapple Yoghurt 500ml,1,1600,1600,Pineapple,500ml
2024-03-30,Strawberry Yoghurt 250ml,9,800,7200,Strawberry,250ml
2024-03-30,Strawberry Yoghurt 500ml,2,1600,3200,Strawberry,500ml
2024-03-30,Strawberry Yoghurt 500ml,1,1600,1600,Strawberry,500ml
2024-03-30,Plain Yoghurt 250ml,6,700,4200,Plain,250ml
2024-03-30,Strawberry Yoghurt 500ml,6,1600,9600,Strawberry,500ml
2024-03-30,Pineapple Yoghurt 500ml,1,1600,1600,Pineapple,500ml
2024-03-30,Pineapple Yoghurt 250ml,1,800,800,Pineapple,250ml
2024-03-30,Coconut Yoghurt 250ml,4,800,3200,Coconut,250ml
2024-03-30,Banana Yoghurt 500ml,1,1600,1600,Banana,500ml
2024-03-30,Plain Yoghurt 500ml,4,1500,6000,Plain,500ml
2024-03-30,Plain Yoghurt 250ml,5,700,3500,Plain,250ml
2024-03-30,Plain Yoghurt 250ml,1,700,700,Plain,250ml
2024-04-01,Plain Yoghurt 500ml,1,1500,1500,Plain,500ml
2024-04-01,Coconut Yoghurt 250ml,1,800,800,Coconut,250ml
2024-04-01,Plain Yoghurt 250ml,3,700,2100,Plain,250ml
2024-04-01,Coconut Yoghurt 250ml,4,800,3200,Coconut,250ml
2024-04-01,Strawberry Yoghurt 250ml,6,800,4800,Strawberry,250ml
2024-04-01,Strawberry Yoghurt 250ml,1,800,800,Strawberry,250ml
2024-04-01,Plain Yoghurt 250ml,4,700,2800,Plain,250ml
2024-04-01,Pineapple Yoghurt 250ml,1,800,800,Pineapple,250ml
2024-04-01,Plain Yoghurt 250ml,1,700,700,Plain,250ml
2024-04-01,Pineapple Yoghurt 500ml,1,1600,1600,Pineapple,500ml
2024-04-01,Banana Yoghurt 500ml,1,1600,1600,Banana,500ml
2024-04-01,Pineapple Yoghurt 500ml,1,1600,1600,Pineapple,500ml
2024-04-01,Banana Yoghurt 250ml,5,800,4000,Banana,250ml
2024-04-01,Coconut Yoghurt 500ml,2,1600,3200,Coconut,500ml
2024-04-01,Plain Yoghurt 250ml,6,700,4200,Plain,250ml
2024-04-01,Strawberry Yoghurt 250ml,3,800,2400,Strawberry,250ml
2024-04-01,Strawberry Yoghurt 500ml,3,1600,4800,Strawberry,500ml
2024-04-01,Strawberry Yoghurt 500ml,2,1600,3200,Strawberry,500ml
2024-04-01,Strawberry Yoghurt 500ml,1,1600,1600,Strawberry,500ml
2024-04-01,Banana Yoghurt 250ml,3,800,2400,Banana,250ml
2024-04-01,Plain Yoghurt 500ml,6,1500,9000,Plain,500ml
2024-04-01,Pineapple Yoghurt 250ml,1,800,800,Pineapple,250ml
2024-04-01,Plain Yoghurt 500ml,2,1500,3000,Plain,500ml
2024-04-01,Banana Yoghurt 500ml,3,1600,4800,Banana,500ml
2024-04-01,Coconut Yoghurt 250ml,2,800,1600,Coconut,250ml
2024-04-01,Coconut Yoghurt 500ml,1,1600,1600,Coconut,500ml
2024-04-01,Banana Yoghurt 250ml,1,800,800,Banana,250ml
2024-04-02,Plain Yoghurt 500ml,1,1500,1500,Plain,500ml
2024-04-02,Coconut Yoghurt 250ml,3,800,2400,Coconut,250ml
2024-04-02,Strawberry Yoghurt 250ml,2,800,1600,Strawberry,250ml
2024-04-02,Strawberry Yoghurt 500ml,1,1600,1600,Strawberry,500ml
2024-04-02,Plain Yoghurt 500ml,1,1500,1500,Plain,500ml
2024-04-02,Coconut Yoghurt 250ml,1,800,800,Coconut,250ml
2024-04-02,Strawberry Yoghurt 250ml,5,800,4000,Strawberry,250ml
2024-04-02,Plain Yoghurt 250ml,7,700,4900,Plain,250ml
2024-04-02,Banana Yoghurt 250ml,4,800,3200,Banana,250ml
2024-04-02,Banana Yoghurt 500ml,1,1600,1600,Banana,500ml
2024-04-02,Strawberry Yoghurt 500ml,5,1600,8000,Strawberry,500ml
2024-04-02,Pineapple Yoghurt 500ml,1,1600,1600,Pineapple,500ml
2024-04-02,Pineapple Yoghurt 500ml,1,1600,1600,Pineapple,500ml
2024-04-02,Pineapple Yoghurt 250ml,3,800,2400,Pineapple,250ml
2024-04-02,Coconut Yoghurt 500ml,2,1600,3200,Coconut,500ml
2024-04-02,Banana Yoghurt 500ml,1,1600,1600,Banana,500ml
2024-04-02,Strawberry Yoghurt 500ml,2,1600,3200,Strawberry,500ml
2024-04-02,Strawberry Yoghurt 250ml,1,800,800,Strawberry,250ml
2024-04-02,Banana Yoghurt 250ml,1,800,800,Banana,250ml
2024-04-02,Coconut Yoghurt 500ml,2,1600,3200,Coconut,500ml
2024-04-02,Plain Yoghurt 500ml,3,1500,4500,Plain,500ml
2024-04-02,Coconut Yoghurt 250ml,3,800,2400,Coconut,250ml
2024-04-02,Plain Yoghurt 250ml,1,700,700,Plain,250ml
2024-04-02,Pineapple Yoghurt 250ml,1,800,800,Pineapple,250ml
2024-04-02,Plain Yoghurt 250ml,1,700,700,Plain,250ml
2024-04-02,Banana Yoghurt 250ml,3,800,2400,Banana,250ml
2024-04-03,Coconut Yoghurt 500ml,4,1600,6400,Coconut,500ml
2024-04-03,Coconut Yoghurt 500ml,1,1600,1600,Coconut,500ml
2024-04-03,Strawberry Yoghurt 250ml,2,800,1600,Strawberry,250ml
2024-04-03,Plain Yoghurt 250ml,1,700,700,Plain,250ml
2024-04-03,Banana Yoghurt 250ml,5,800,4000,Banana,250ml
2024-04-03,Banana Yoghurt 250ml,1,800,800,Banana,250ml
2024-04-03,Pineapple Yoghurt 500ml,1,1600,1600,Pineapple,500ml
2024-04-03,Strawberry Yoghurt 250ml,3,800,2400,Strawberry,250ml
2024-04-03,Banana Yoghurt 250ml,4,800,3200,Banana,250ml
2024-04-03,Strawberry Yoghurt 500ml,3,1600,4800,Strawberry,500ml
2024-04-03,Banana Yoghurt 500ml,1,1600,1600,Banana,500ml
2024-04-03,Pineapple Yoghurt 250ml,1,800,800,Pineapple,250ml
2024-04-03,Strawberry Yoghurt 500ml,3,1600,4800,Strawberry,500ml
2024-04-03,Pineapple Yoghurt 250ml,1,800,800,Pineapple,250ml
2024-04-03,Pineapple Yoghurt 500ml,1,1600,1600,Pineapple,500ml
2024-04-03,Strawberry Yoghurt 500ml,1,1600,1600,Strawberry,500ml
2024-04-03,Plain Yoghurt 500ml,1,1500,1500,Plain,500ml
2024-04-03,Coconut Yoghurt 250ml,4,800,3200,Coconut,250ml
2024-04-03,Plain Yoghurt 500ml,4,1500,6000,Plain,500ml
2024-04-03,Coconut Yoghurt 250ml,2,800,1600,Coconut,250ml
2024-04-03,Coconut Yoghurt 250ml,1,800,800,Coconut,250ml
2024-04-03,Banana Yoghurt 500ml,2,1600,3200,Banana,500ml
2024-04-03,Plain Yoghurt 500ml,3,1500,4500,Plain,500ml
2024-04-03,Plain Yoghurt 250ml,4,700,2800,Plain,250ml
2024-04-03,Plain Yoghurt 250ml,7,700,4900,Plain,250ml
2024-04-03,Strawberry Yoghurt 250ml,3,800,2400,Strawberry,250ml
2024-04-04,Banana Yoghurt 500ml,1,1600,1600,Banana,500ml
2024-04-04,Strawberry Yoghurt 250ml,1,800,800,Strawberry,250ml
2024-04-04,Coconut Yoghurt 250ml,1,800,800,Coconut,250ml
2024-04-04,Strawberry Yoghurt 500ml,1,1600,1600,Strawberry,500ml
2024-04-04,Coconut Yoghurt 500ml,1,1600,1600,Coconut,500ml
2024-04-04,Pineapple Yoghurt 500ml,1,1600,1600,Pineapple,500ml
2024-04-04,Plain Yoghurt 250ml,3,700,2100,Plain,250ml
2024-04-04,Plain Yoghurt 500ml,3,1500,4500,Plain,500ml
2024-04-04,Strawberry Yoghurt 500ml,4,1600,6400,Strawberry,500ml
2024-04-04,Strawberry Yoghurt 500ml,3,1600,4800,Strawberry,500ml
2024-04-04,Plain Yoghurt 500ml,1,1500,1500,Plain,500ml
2024-04-04,Strawberry Yoghurt 250ml,3,800,2400,Strawberry,250ml
2024-04-04,Strawberry Yoghurt 250ml,3,800,2400,Strawberry,250ml
2024-04-04,Banana Yoghurt 250ml,2,800,1600,Banana,250ml
2024-04-04,Banana Yoghurt 250ml,4,800,3200,Banana,250ml
2024-04-04,Coconut Yoghurt 250ml,3,800,2400,Coconut,250ml
2024-04-04,Plain Yoghurt 250ml,2,700,1400,Plain,250ml
2024-04-04,Pineapple Yoghurt 250ml,1,800,800,Pineapple,250ml
2024-04-04,Coconut Yoghurt 250ml,6,800,4800,Coconut,250ml
2024-04-04,Coconut Yoghurt 500ml,2,1600,3200,Coconut,500ml
2024-04-04,Plain Yoghurt 250ml,1,700,700,Plain,250ml
2024-04-04,Pineapple Yoghurt 250ml,1,800,800,Pineapple,250ml
2024-04-04,Strawberry Yoghurt 250ml,3,800,2400,Strawberry,250ml
2024-04-04,Pineapple Yoghurt 500ml,1,1600,1600,Pineapple,500ml
2024-04-04,Banana Yoghurt 250ml,5,800,4000,Banana,250ml
2024-04-04,Plain Yoghurt 500ml,5,1500,7500,Plain,500ml
2024-04-04,Plain Yoghurt 250ml,7,700,4900,Plain,250ml
2024-04-04,Banana Yoghurt 500ml,3,1600,4800,Banana,500ml
2024-04-05,Coconut Yoghurt 250ml,3,800,2400,Coconut,250ml
2024-04-05,Pineapple Yoghurt 250ml,1,800,800,Pineapple,250ml
2024-04-05,Plain Yoghurt 250ml,5,700,3500,Plain,250ml
2024-04-05,Pineapple Yoghurt 250ml,1,800,800,Pineapple,250ml
2024-04-05,Plain Yoghurt 250ml,4,700,2800,Plain,250ml
2024-04-05,Banana Yoghurt 250ml,2,800,1600,Banana,250ml
2024-04-05,Strawberry Yoghurt 250ml,4,800,3200,Strawberry,250ml
2024-04-05,Plain Yoghurt 250ml,1,700,700,Plain,250ml
2024-04-05,Strawberry Yoghurt 250ml,1,800,800,Strawberry,250ml
2024-04-05,Coconut Yoghurt 250ml,5,800,4000,Coconut,250ml
2024-04-05,Strawberry Yoghurt 250ml,3,800,2400,Strawberry,250ml
2024-04-05,Strawberry Yoghurt 500ml,1,1600,1600,Strawberry,500ml
2024-04-05,Strawberry Yoghurt 500ml,4,1600,6400,Strawberry,500ml
2024-04-05,Pineapple Yoghurt 250ml,1,800,800,Pineapple,250ml
2024-04-05,Coconut Yoghurt 500ml,5,1600,8000,Coconut,500ml
2024-04-05,Banana Yoghurt 250ml,2,800,1600,Banana,250ml
2024-04-05,Strawberry Yoghurt 500ml,4,1600,6400,Strawberry,500ml
2024-04-05,Plain Yoghurt 500ml,1,1500,1500,Plain,500ml
2024-04-05,Plain Yoghurt 250ml,9,700,6300,Plain,250ml
2024-04-05,Coconut Yoghurt 500ml,1,1600,1600,Coconut,500ml
2024-04-05,Banana Yoghurt 500ml,1,1600,1600,Banana,500ml
2024-04-05,Banana Yoghurt 500ml,4,1600,6400,Banana,500ml
2024-04-05,Banana Yoghurt 500ml,2,1600,3200,Banana,500ml
2024-04-05,Pineapple Yoghurt 500ml,1,1600,1600,Pineapple,500ml
2024-04-05,Plain Yoghurt 500ml,3,1500,4500,Plain,500ml
2024-04-05,Plain Yoghurt 500ml,6,1500,9000,Plain,500ml
2024-04-05,Plain Yoghurt 500ml,3,1500,4500,Plain,500ml
2024-04-05,Pineapple Yoghurt 500ml,1,1600,1600,Pineapple,500ml
2024-04-05,Strawberry Yoghurt 250ml,7,800,5600,Strawberry,250ml
2024-04-05,Banana Yoghurt 250ml,6,800,4800,Banana,250ml
2024-04-05,Coconut Yoghurt 250ml,1,800,800,Coconut,250ml
2024-04-06,Plain Yoghurt 500ml,4,1500,6000,Plain,500ml
2024-04-06,Plain Yoghurt 250ml,10,700,7000,Plain,250ml
2024-04-06,Strawberry Yoghurt 250ml,3,800,2400,Strawberry,250ml
2024-04-06,Pineapple Yoghurt 500ml,1,1600,1600,Pineapple,500ml
2024-04-06,Pineapple Yoghurt 250ml,2,800,1600,Pineapple,250ml
2024-04-06,Banana Yoghurt 250ml,7,800,5600,Banana,250ml
2024-04-06,Strawberry Yoghurt 250ml,3,800,2400,Strawberry,250ml
2024-04-06,Strawberry Yoghurt 250ml,1,800,800,Strawberry,250ml
2024-04-06,Banana Yoghurt 500ml,5,1600,8000,Banana,500ml
2024-04-06,Strawberry Yoghurt 250ml,7,800,5600,Strawberry,250ml
2024-04-06,Coconut Yoghurt 250ml,3,800,2400,Coconut,250ml
2024-04-06,Coconut Yoghurt 250ml,1,800,800,Coconut,250ml
2024-04-06,Plain Yoghurt 250ml,4,700,2800,Plain,250ml
2024-04-06,Coconut Yoghurt 500ml,1,1600,1600,Coconut,500ml
2024-04-06,Plain Yoghurt 500ml,8,1500,12000,Plain,500ml
2024-04-06,Plain Yoghurt 500ml,4,1500,6000,Plain,500ml
2024-04-06,Banana Yoghurt 500ml,2,1600,3200,Banana,500ml
2024-04-06,Pineapple Yoghurt 500ml,4,1600,6400,Pineapple,500ml
2024-04-06,Banana Yoghurt 250ml,1,800,800,Banana,250ml
2024-04-06,Pineapple Yoghurt 250ml,1,800,800,Pineapple,250ml
2024-04-06,Coconut Yoghurt 250ml,5,800,4000,Coconut,250ml
2024-04-06,Coconut Yoghurt 500ml,4,1600,6400,Coconut,500ml
2024-04-06,Banana Yoghurt 500ml,1,1600,1600,Banana,500ml
2024-04-06,Plain Yoghurt 500ml,3,1500,4500,Plain,500ml
2024-04-06,Banana Yoghurt 250ml,3,800,2400,Banana,250ml
2024-04-06,Plain Yoghurt 250ml,6,700,4200,Plain,250ml
2024-04-06,Strawberry Yoghurt 500ml,6,1600,9600,Strawberry,500ml
2024-04-06,Strawberry Yoghurt 500ml,4,1600,6400,Strawberry,500ml
2024-04-06,Plain Yoghurt 250ml,1,700,700,Plain,250ml
2024-04-06,Strawberry Yoghurt 500ml,1,1600,1600,Strawberry,500ml
2024-04-08,Banana Yoghurt 250ml,5,800,4000,Banana,250ml
2024-04-08,Strawberry Yoghurt 500ml,1,1600,1600,Strawberry,500ml
2024-04-08,Pineapple Yoghurt 500ml,1,1600,1600,Pineapple,500ml
2024-04-08,Banana Yoghurt 250ml,3,800,2400,Banana,250ml
2024-04-08,Strawberry Yoghurt 250ml,3,800,2400,Strawberry,250ml
2024-04-08,Plain Yoghurt 500ml,2,1500,3000,Plain,500ml
2024-04-08,Plain Yoghurt 250ml,1,700,700,Plain,250ml
2024-04-08,Plain Yoghurt 500ml,4,1500,6000,Plain,500ml
2024-04-08,Coconut Yoghurt 500ml,1,1600,1600,Coconut,500ml
2024-04-08,Plain Yoghurt 250ml,7,700,4900,Plain,250ml
2024-04-08,Strawberry Yoghurt 500ml,2,1600,3200,Strawberry,500ml
2024-04-08,Banana Yoghurt 500ml,1,1600,1600,Banana,500ml
2024-04-08,Banana Yoghurt 250ml,2,800,1600,Banana,250ml
2024-04-08,Strawberry Yoghurt 500ml,3,1600,4800,Strawberry,500ml
2024-04-08,Strawberry Yoghurt 250ml,6,800,4800,Strawberry,250ml
2024-04-08,Coconut Yoghurt 250ml,1,800,800,Coconut,250ml
2024-04-08,Banana Yoghurt 500ml,1,1600,1600,Banana,500ml
2024-04-08,Coconut Yoghurt 250ml,4,800,3200,Coconut,250ml
2024-04-08,Plain Yoghurt 500ml,1,1500,1500,Plain,500ml
2024-04-08,Pineapple Yoghurt 250ml,1,800,800,Pineapple,250ml
2024-04-08,Coconut Yoghurt 500ml,1,1600,1600,Coconut,500ml
2024-04-08,Plain Yoghurt 250ml,4,700,2800,Plain,250ml
2024-04-08,Plain Yoghurt 250ml,3,700,2100,Plain,250ml
2024-04-08,Pineapple Yoghurt 250ml,1,800,800,Pineapple,250ml
2024-04-08,Strawberry Yoghurt 250ml,1,800,800,Strawberry,250ml
2024-04-08,Pineapple Yoghurt 500ml,2,1600,3200,Pineapple,500ml
2024-04-08,Coconut Yoghurt 250ml,2,800,1600,Coconut,250ml
2024-04-09,Banana Yoghurt 500ml,3,1600,4800,Banana,500ml
2024-04-09,Coconut Yoghurt 500ml,2,1600,3200,Coconut,500ml
2024-04-09,Pineapple Yoghurt 500ml,1,1600,1600,Pineapple,500ml
2024-04-09,Strawberry Yoghurt 500ml,2,1600,3200,Strawberry,500ml
2024-04-09,Coconut Yoghurt 500ml,1,1600,1600,Coconut,500ml
2024-04-09,Strawberry Yoghurt 250ml,1,800,800,Strawberry,250ml
2024-04-09,Plain Yoghurt 250ml,1,700,700,Plain,250ml
2024-04-09,Pineapple Yoghurt 500ml,1,1600,1600,Pineapple,500ml
2024-04-09,Banana Yoghurt 250ml,4,800,3200,Banana,250ml
2024-04-09,Coconut Yoghurt 250ml,3,800,2400,Coconut,250ml
2024-04-09,Plain Yoghurt 250ml,1,700,700,Plain,250ml
2024-04-09,Coconut Yoghurt 250ml,2,800,1600,Coconut,250ml
2024-04-09,Plain Yoghurt 250ml,8,700,5600,Plain,250ml
2024-04-09,Strawberry Yoghurt 500ml,1,1600,1600,Strawberry,500ml
2024-04-09,Strawberry Yoghurt 250ml,1,800,800,Strawberry,250ml
2024-04-09,Strawberry Yoghurt 500ml,3,1600,4800,Strawberry,500ml
2024-04-09,Plain Yoghurt 500ml,1,1500,1500,Plain,500ml
2024-04-09,Plain Yoghurt 500ml,2,1500,3000,Plain,500ml
2024-04-09,Pineapple Yoghurt 250ml,3,800,2400,Pineapple,250ml
2024-04-09,Coconut Yoghurt 250ml,3,800,2400,Coconut,250ml
2024-04-09,Banana Yoghurt 500ml,2,1600,3200,Banana,500ml
2024-04-09,Banana Yoghurt 250ml,3,800,2400,Banana,250ml
2024-04-09,Plain Yoghurt 500ml,3,1500,4500,Plain,500ml
2024-04-09,Banana Yoghurt 250ml,1,800,800,Banana,250ml
2024-04-09,Pineapple Yoghurt 250ml,1,800,800,Pineapple,250ml
2024-04-09,Strawberry Yoghurt 250ml,5,800,4000,Strawberry,250ml
2024-04-11,Banana Yoghurt 500ml,3,1600,4800,Banana,500ml
2024-04-11,Plain Yoghurt 500ml,5,1500,7500,Plain,500ml
2024-04-11,Plain Yoghurt 500ml,1,1500,1500,Plain,500ml
2024-04-11,Pineapple Yoghurt 500ml,1,1600,1600,Pineapple,500ml
2024-04-11,Plain Yoghurt 250ml,2,700,1400,Plain,250ml
2024-04-11,Coconut Yoghurt 500ml,1,1600,1600,Coconut,500ml
2024-04-11,Strawberry Yoghurt 500ml,1,1600,1600,Strawberry,500ml
2024-04-11,Coconut Yoghurt 250ml,1,800,800,Coconut,250ml
2024-04-11,Plain Yoghurt 250ml,2,700,1400,Plain,250ml
2024-04-11,Coconut Yoghurt 250ml,5,800,4000,Coconut,250ml
2024-04-11,Strawberry Yoghurt 500ml,6,1600,9600,Strawberry,500ml
2024-04-11,Banana Yoghurt 250ml,5,800,4000,Banana,250ml
2024-04-11,Coconut Yoghurt 500ml,4,1600,6400,Coconut,500ml
2024-04-11,Banana Yoghurt 250ml,1,800,800,Banana,250ml
2024-04-11,Plain Yoghurt 250ml,5,700,3500,Plain,250ml
2024-04-11,Pineapple Yoghurt 500ml,1,1600,1600,Pineapple,500ml
2024-04-11,Banana Yoghurt 500ml,1,1600,1600,Banana,500ml
2024-04-11,Strawberry Yoghurt 250ml,3,800,2400,Strawberry,250ml
2024-04-11,Strawberry Yoghurt 250ml,7,800,5600,Strawberry,250ml
2024-04-11,Plain Yoghurt 250ml,3,700,2100,Plain,250ml
2024-04-11,Coconut Yoghurt 250ml,2,800,1600,Coconut,250ml
2024-04-11,Coconut Yoghurt 250ml,2,800,1600,Coconut,250ml
2024-04-11,Pineapple Yoghurt 250ml,1,800,800,Pineapple,250ml
2024-04-11,Strawberry Yoghurt 250ml,3,800,2400,Strawberry,250ml
2024-04-11,Strawberry Yoghurt 500ml,3,1600,4800,Strawberry,500ml
2024-04-11,Pineapple Yoghurt 250ml,2,800,1600,Pineapple,250ml
2024-04-11,Plain Yoghurt 500ml,3,1500,4500,Plain,500ml
2024-04-11,Banana Yoghurt 250ml,4,800,3200,Banana,250ml
2024-04-12,Plain Yoghurt 250ml,1,700,700,Plain,250ml
2024-04-12,Strawberry Yoghurt 250ml,7,800,5600,Strawberry,250ml
2024-04-12,Strawberry Yoghurt 250ml,3,800,2400,Strawberry,250ml
2024-04-12,Coconut Yoghurt 250ml,3,800,2400,Coconut,250ml
2024-04-12,Strawberry Yoghurt 250ml,1,800,800,Strawberry,250ml
2024-04-12,Strawberry Yoghurt 500ml,1,1600,1600,Strawberry,500ml
2024-04-12,Banana Yoghurt 500ml,2,1600,3200,Banana,500ml
2024-04-12,Coconut Yoghurt 500ml,1,1600,1600,Coconut,500ml
2024-04-12,Plain Yoghurt 500ml,3,1500,4500,Plain,500ml
2024-04-12,Pineapple Yoghurt 250ml,2,800,1600,Pineapple,250ml
2024-04-12,Strawberry Yoghurt 500ml,4,1600,6400,Strawberry,500ml
2024-04-12,Plain Yoghurt 500ml,1,1500,1500,Plain,500ml
2024-04-12,Strawberry Yoghurt 500ml,3,1600,4800,Strawberry,500ml
2024-04-12,Banana Yoghurt 500ml,1,1600,1600,Banana,500ml
2024-04-12,Banana Yoghurt 250ml,1,800,800,Banana,250ml
